ecg,ppg
-0.07568,0.67505
-0.07446,0.67749
-0.06592,0.66284
-0.05859,0.63232
-0.0647,0.62866
-0.06592,0.63477
-0.06348,0.62012
-0.06348,0.59814
-0.0647,0.58716
-0.06836,0.59204
-0.06714,0.57129
-0.08423,0.56396
-0.09521,0.53589
-0.09033,0.53833
-0.08057,0.51514
-0.05249,0.49316
-0.03174,0.46509
-0.01587,0.44312
-0.03174,0.41992
-0.05249,0.39673
-0.06714,0.37476
-0.07324,0.354
-0.08423,0.33691
-0.07446,0.33081
-0.05127,0.32471
-0.03662,0.30396
-0.04517,0.27588
-0.0769,0.27344
-0.08301,0.27954
-0.0769,0.26123
-0.05981,0.24292
-0.05371,0.24902
-0.05371,0.25635
-0.04272,0.24536
-0.05371,0.22705
-0.06348,0.22705
-0.07568,0.23804
-0.05615,0.23438
-0.03662,0.21118
-0.04028,0.20752
-0.04761,0.21851
-0.07446,0.19775
-0.05737,0.18066
-0.03784,0.18921
-0.0354,0.15381
-0.03174,0.15503
-0.04395,0.14771
-0.0415,0.12573
-0.03052,0.11597
-0.02319,0.08301
-0.01221,0.07324
0.00366,0.04883
-0.01343,0.03906
-0.01099,-0.00244
-0.02686,-0.01953
-0.01099,-0.03662
0.00488,-0.06714
0.01465,-0.0769
0.01343,-0.09399
0.01221,-0.1355
0.00488,-0.13916
0.0061,-0.16113
-0.00366,-0.20264
-0.02197,-0.21118
-0.02686,-0.23682
-0.04028,-0.26733
-0.06104,-0.27222
-0.07324,-0.29663
-0.06714,-0.32104
-0.05737,-0.32104
-0.04517,-0.33203
-0.04761,-0.35156
-0.05737,-0.37964
-0.04639,-0.39673
-0.05127,-0.41992
-0.03906,-0.43457
-0.04517,-0.44556
-0.03052,-0.43823
-0.00854,-0.46875
0.03906,-0.47729
0.09888,-0.49927
0.16113,-0.50171
0.20874,-0.51636
0.21362,-0.54199
0.16968,-0.55176
0.06348,-0.54443
-0.04639,-0.57495
-0.11108,-0.56641
-0.12695,-0.59814
-0.12939,-0.60181
-0.1062,-0.59814
-0.08545,-0.60913
-0.04639,-0.61401
-0.01343,-0.64209
-0.01221,-0.64819
-0.01709,-0.63232
-0.02075,-0.65918
-0.02319,-0.64819
-0.01709,-0.65674
-0.01465,-0.65796
-0.00732,-0.66284
-0.00366,-0.67139
0,-0.69092
0.01953,-0.69214
0.04028,-0.70923
0.06104,-0.72144
0.06714,-0.72754
0.05615,-0.73853
0.04761,-0.73975
0.0293,-0.75317
0.01709,-0.75806
0.01343,-0.73975
0.02441,-0.74707
0.05859,-0.77637
0.06958,-0.7666
0.0769,-0.79224
0.0647,-0.78003
0.0769,-0.77271
0.1001,-0.77148
0.11353,-0.77637
0.13428,-0.74219
0.13062,-0.73486
0.11353,-0.68726
0.11108,-0.64209
0.11353,-0.56641
0.13794,-0.4895
0.16846,-0.42358
0.17456,-0.32959
0.15869,-0.21118
0.13306,-0.09766
0.11475,0.00366
0.09766,0.10864
0.09644,0.20996
0.10132,0.3186
0.10864,0.43579
0.09399,0.51514
0.07202,0.60425
0.0293,0.67017
0.0061,0.75073
-0.03052,0.79956
-0.05005,0.82764
-0.06226,0.86182
-0.05005,0.87891
-0.02319,0.88623
-0.03174,0.89111
-0.04883,0.90454
-0.08667,0.89844
-0.09644,0.86304
-0.08545,0.86426
-0.07935,0.82886
-0.07568,0.82153
-0.07202,0.79834
-0.06958,0.77515
-0.05859,0.7312
-0.07935,0.70679
-0.08545,0.68604
-0.10132,0.66528
-0.08911,0.65674
-0.08301,0.6543
-0.06714,0.63965
-0.0647,0.62744
-0.06226,0.61279
-0.08423,0.5896
-0.07813,0.58228
-0.06104,0.58228
-0.03662,0.57983
-0.03174,0.56152
-0.03662,0.54077
-0.04395,0.54932
-0.06226,0.5249
-0.06592,0.51758
-0.07568,0.47363
-0.08057,0.46631
-0.06592,0.43945
-0.05493,0.41626
-0.04883,0.40649
-0.0415,0.3894
-0.0769,0.35522
-0.07446,0.33447
-0.08301,0.3125
-0.05005,0.30029
-0.02563,0.28931
-0.01831,0.2771
-0.0293,0.271
-0.03662,0.26001
-0.04883,0.25513
-0.05615,0.24536
-0.06592,0.2478
-0.0647,0.25391
-0.05249,0.26123
-0.03784,0.25024
-0.03662,0.2356
-0.03296,0.23682
-0.0354,0.2478
-0.04883,0.24292
-0.04761,0.2356
-0.05127,0.22217
-0.05981,0.21362
-0.05127,0.21362
-0.05005,0.20264
-0.01465,0.17578
-0.01587,0.16846
-0.02319,0.16235
-0.02686,0.1416
-0.02808,0.11597
-0.01587,0.11963
-0.02686,0.08789
-0.02319,0.05981
-0.00854,0.06104
0.0061,0.02075
0.01465,0.01221
-0.00244,-0.02319
-0.00732,-0.0293
-0.00366,-0.05249
0.0061,-0.09033
0.00732,-0.09277
-0.0061,-0.12695
-0.02197,-0.14282
-0.0354,-0.16602
-0.05249,-0.17456
-0.0647,-0.20142
-0.07202,-0.21729
-0.0708,-0.24048
-0.05371,-0.26855
-0.05737,-0.28198
-0.05249,-0.31006
-0.05005,-0.32837
-0.05249,-0.33081
-0.05005,-0.354
-0.06836,-0.35156
-0.06714,-0.37354
-0.04028,-0.40039
-0.00366,-0.40771
0.04028,-0.41016
0.08057,-0.42725
0.15015,-0.43701
0.20996,-0.47607
0.22827,-0.4895
0.19287,-0.49805
0.07813,-0.49927
-0.02075,-0.50537
-0.11597,-0.53467
-0.14038,-0.53345
-0.11963,-0.54688
-0.07813,-0.55054
-0.0293,-0.55786
-0.01587,-0.56152
-0.03052,-0.57007
-0.04639,-0.57617
-0.0415,-0.60791
-0.01221,-0.61279
-0.00122,-0.62134
-0.00244,-0.62988
-0.00854,-0.6311
-0.01465,-0.64087
-0.01343,-0.63232
-0.00977,-0.6311
-0.0061,-0.6604
-0.00732,-0.65063
-0.01221,-0.67139
0.00122,-0.67505
0.02686,-0.67993
0.0415,-0.68726
0.04272,-0.69214
0.03174,-0.70313
0.03906,-0.69946
0.05249,-0.7019
0.04395,-0.73242
0.04028,-0.72754
0.03784,-0.73975
0.05127,-0.72998
0.06592,-0.72144
0.05737,-0.7312
0.07446,-0.70068
0.08057,-0.69824
0.1062,-0.64819
0.11597,-0.61035
0.11108,-0.54199
0.10864,-0.48218
0.11353,-0.39673
0.11719,-0.29907
0.11475,-0.22095
0.09399,-0.09277
0.08057,0.01099
0.08423,0.12817
0.09155,0.24536
0.09644,0.33691
0.08057,0.45532
0.08057,0.53589
0.05493,0.63599
0.02563,0.7251
-0.00854,0.79468
-0.03174,0.83252
-0.01709,0.87769
-0.00977,0.93018
-0.02441,0.95825
-0.05249,0.9729
-0.07813,0.98022
-0.08301,0.98145
-0.07324,0.95337
-0.0708,0.94482
-0.08667,0.94971
-0.09399,0.9314
-0.09644,0.90942
-0.09644,0.88989
-0.09521,0.85693
-0.07935,0.84106
-0.07324,0.80811
-0.06714,0.79712
-0.06836,0.78857
-0.06958,0.75562
-0.06836,0.7373
-0.08179,0.72876
-0.07446,0.72754
-0.07446,0.71411
-0.05493,0.70557
-0.05249,0.70801
-0.06348,0.68848
-0.0647,0.70557
-0.08057,0.68604
-0.0647,0.68115
-0.06104,0.67627
-0.06592,0.64697
-0.0769,0.64697
-0.0769,0.62256
-0.06226,0.59326
-0.04761,0.57129
-0.03174,0.54443
-0.03906,0.53101
-0.04272,0.49683
-0.05615,0.49805
-0.06348,0.45166
-0.05981,0.45166
-0.04272,0.40894
-0.05127,0.40894
-0.0354,0.39429
-0.03296,0.37598
-0.03906,0.36499
-0.05859,0.35156
-0.07446,0.34302
-0.06592,0.32715
-0.05615,0.30884
-0.06836,0.32104
-0.07568,0.30762
-0.07813,0.29297
-0.05493,0.29541
-0.03662,0.30518
-0.02808,0.30273
-0.02319,0.28687
-0.03296,0.26489
-0.02197,0.2832
-0.02563,0.27222
-0.03174,0.25391
-0.03418,0.25757
-0.04395,0.23682
-0.04395,0.21851
-0.0415,0.21484
-0.03296,0.18311
-0.03418,0.16968
-0.02441,0.15625
-0.02319,0.13306
-0.0293,0.12451
-0.03662,0.08301
-0.02441,0.08301
-0.0061,0.05005
0.01831,0.03906
0.03174,0.01709
0.02197,-0.02075
0.03296,-0.02808
0.02686,-0.05371
0.02319,-0.09521
0.00122,-0.09644
-0.02563,-0.11597
-0.03906,-0.13794
-0.04639,-0.17212
-0.03784,-0.18677
-0.0415,-0.20996
-0.03784,-0.21484
-0.04272,-0.25146
-0.06226,-0.271
-0.08179,-0.26855
-0.08057,-0.28931
-0.06958,-0.32471
-0.05371,-0.32104
-0.05005,-0.34546
-0.04395,-0.354
-0.04028,-0.38574
-0.03296,-0.38696
0.00366,-0.39307
0.06226,-0.41138
0.15625,-0.43701
0.23438,-0.42847
0.25146,-0.46387
0.2124,-0.47485
0.12451,-0.48584
0.02563,-0.47607
-0.05615,-0.51147
-0.10132,-0.52124
-0.10986,-0.52856
-0.09277,-0.52002
-0.06592,-0.53345
-0.05127,-0.53711
-0.0415,-0.55176
-0.03662,-0.55786
-0.0354,-0.56885
-0.0354,-0.57129
-0.02686,-0.58838
-0.01221,-0.60059
-0.00122,-0.59448
-0.00732,-0.60303
-0.00244,-0.60669
0.00122,-0.63965
0.00366,-0.64087
-0.00488,-0.64087
-0.0061,-0.65918
0.01099,-0.65063
0.03052,-0.67261
0.03784,-0.66406
0.04272,-0.67627
0.03784,-0.68481
0.04517,-0.69336
0.05249,-0.68848
0.05127,-0.71045
0.04395,-0.70801
0.04272,-0.72876
0.04639,-0.73608
0.06836,-0.72632
0.09766,-0.70557
0.12085,-0.68726
0.12939,-0.68481
0.12817,-0.64819
0.10742,-0.59814
0.10376,-0.53223
0.11475,-0.45654
0.12695,-0.36377
0.13794,-0.26123
0.12939,-0.16968
0.13062,-0.05371
0.1355,0.0354
0.11353,0.16846
0.12329,0.27954
0.12085,0.36743
0.1123,0.49316
0.09766,0.57983
0.05737,0.65674
0.0415,0.73486
0.03174,0.80444
0.01953,0.85571
0.00977,0.89844
-0.02441,0.92529
-0.04272,0.94849
-0.06714,0.96191
-0.07202,0.96313
-0.07202,0.96558
-0.07935,0.9436
-0.08179,0.94727
-0.08789,0.92773
-0.08545,0.89966
-0.08667,0.9021
-0.08423,0.85938
-0.08789,0.85205
-0.08423,0.83618
-0.09033,0.81543
-0.08789,0.7959
-0.10132,0.78003
-0.09155,0.76294
-0.08789,0.77271
-0.07324,0.73975
-0.05371,0.74341
-0.06104,0.74585
-0.05981,0.73975
-0.05859,0.72632
-0.05371,0.7019
-0.05005,0.71655
-0.05493,0.6897
-0.05127,0.67871
-0.04272,0.66895
-0.02686,0.64575
-0.03784,0.64697
-0.06104,0.60303
-0.07202,0.59937
-0.07324,0.55786
-0.07813,0.53955
-0.06104,0.52002
-0.07202,0.48096
-0.06714,0.47607
-0.05249,0.43213
-0.05249,0.42603
-0.03296,0.3894
-0.04761,0.38574
-0.04517,0.36743
-0.06226,0.3479
-0.0769,0.31494
-0.07446,0.3125
-0.07324,0.31128
-0.06592,0.28564
-0.04639,0.28076
-0.04028,0.28442
-0.03174,0.26123
-0.0415,0.27588
-0.05371,0.24536
-0.06836,0.24048
-0.07202,0.25024
-0.06226,0.2478
-0.05127,0.22583
-0.04395,0.20996
-0.04761,0.21362
-0.06348,0.19287
-0.05005,0.17822
-0.03906,0.17334
-0.04517,0.17456
-0.0647,0.14282
-0.08301,0.1355
-0.06104,0.1001
-0.05005,0.1001
-0.05127,0.06958
-0.06348,0.05859
-0.06348,0.03296
-0.04761,0.01465
-0.02808,-0.02319
-0.00854,-0.02075
-0.00244,-0.04272
-0.02808,-0.08667
-0.02686,-0.09521
-0.03052,-0.10986
-0.01221,-0.14771
0.03296,-0.15869
0.04028,-0.17212
0.04639,-0.18921
0.0293,-0.22339
0.01343,-0.24292
0.00732,-0.26855
-0.00488,-0.29297
-0.01343,-0.28809
-0.04028,-0.3125
-0.04639,-0.33447
-0.0415,-0.3479
-0.03174,-0.3833
-0.02197,-0.39429
-0.03906,-0.39673
-0.04272,-0.42969
-0.05859,-0.44189
-0.04761,-0.44312
-0.05493,-0.47852
-0.06104,-0.47729
-0.0647,-0.48706
-0.04639,-0.51758
-0.0415,-0.52856
-0.03906,-0.5249
-0.03296,-0.55054
-0.01953,-0.56763
0.03296,-0.56152
0.11597,-0.57007
0.22339,-0.5896
0.26245,-0.61157
0.22949,-0.62256
0.13306,-0.62256
0.02197,-0.6189
-0.06348,-0.6311
-0.1001,-0.66162
-0.09521,-0.65063
-0.07935,-0.67017
-0.05371,-0.66528
-0.03662,-0.69092
-0.02686,-0.68726
-0.03784,-0.68237
-0.03418,-0.69092
-0.04028,-0.70923
-0.03418,-0.71777
-0.04395,-0.71777
-0.03174,-0.71167
-0.01099,-0.71655
0.00732,-0.72754
0.02075,-0.75439
0,-0.74951
-0.00854,-0.74463
-0.00854,-0.76904
-0.00366,-0.75562
0.01587,-0.77148
0.01587,-0.76904
0.0293,-0.79956
0.04517,-0.80566
0.04883,-0.78979
0.04517,-0.79834
0.03418,-0.81543
0.03906,-0.81177
0.06958,-0.82886
0.07813,-0.83984
0.08789,-0.83374
0.07446,-0.83374
0.08179,-0.82886
0.1001,-0.80566
0.10742,-0.74341
0.10254,-0.69946
0.0769,-0.64575
0.06836,-0.55908
0.09888,-0.47241
0.11719,-0.39673
0.14038,-0.27344
0.13184,-0.16724
0.11597,-0.06104
0.10986,0.07202
0.09521,0.18799
0.08789,0.2832
0.08057,0.39795
0.06348,0.50537
0.06836,0.58228
0.06104,0.64697
0.05737,0.73853
0.02075,0.76782
-0.00244,0.83496
-0.03174,0.85449
-0.03662,0.88379
-0.04883,0.88623
-0.05981,0.88379
-0.06836,0.9021
-0.08057,0.88989
-0.09766,0.87646
-0.10132,0.84473
-0.09766,0.82886
-0.10132,0.80933
-0.10376,0.80933
-0.11108,0.77881
-0.10742,0.75562
-0.09888,0.7251
-0.10132,0.73242
-0.10254,0.7019
-0.10254,0.68848
-0.09399,0.69092
-0.08911,0.66284
-0.09033,0.6604
-0.08423,0.65186
-0.07568,0.66406
-0.06714,0.63721
-0.06226,0.65063
-0.05981,0.62988
-0.04639,0.62012
-0.04517,0.6189
-0.05493,0.5896
-0.07446,0.5835
-0.08911,0.55298
-0.09766,0.55542
-0.07813,0.51025
-0.05737,0.49072
-0.04883,0.48584
-0.05859,0.44067
-0.08301,0.43457
-0.1062,0.39551
-0.10742,0.37109
-0.1123,0.36133
-0.07324,0.33813
-0.03906,0.31128
-0.03174,0.29053
-0.04639,0.27344
-0.08911,0.26489
-0.08423,0.27344
-0.06836,0.25024
-0.06226,0.25635
-0.06958,0.22827
-0.06714,0.23071
-0.05493,0.21851
-0.04517,0.2356
-0.05859,0.22583
-0.06836,0.20142
-0.07202,0.19287
-0.08301,0.18799
-0.08789,0.17822
-0.08667,0.18311
-0.05981,0.17456
-0.03418,0.14648
-0.03052,0.13916
-0.04761,0.11963
-0.07568,0.13062
-0.09888,0.11353
-0.1001,0.07446
-0.08789,0.0769
-0.05859,0.06226
-0.03418,0.03296
-0.01465,0.01343
-0.00854,-0.01831
-0.00244,-0.04272
-0.02319,-0.0647
-0.0415,-0.0769
-0.05737,-0.10254
-0.05127,-0.12695
-0.04761,-0.15015
-0.04028,-0.16602
-0.03662,-0.17334
-0.01221,-0.19043
0,-0.21118
0.00732,-0.22949
0.00854,-0.27222
0.01709,-0.29297
0.03784,-0.30518
0.03296,-0.3125
0.02075,-0.34546
0.00732,-0.35156
0.00122,-0.3772
0.00366,-0.37476
-0.00854,-0.39063
-0.02686,-0.42847
-0.03784,-0.41992
-0.03662,-0.44678
-0.02563,-0.45898
-0.02319,-0.47607
-0.03784,-0.49072
-0.06592,-0.49927
-0.08179,-0.51758
-0.06226,-0.52124
-0.05493,-0.55176
-0.05005,-0.54932
-0.05615,-0.57495
-0.06226,-0.57129
-0.0293,-0.60181
-0.02319,-0.60303
0.03174,-0.59692
0.09888,-0.6311
0.177,-0.64453
0.23804,-0.65186
0.24048,-0.66528
0.18921,-0.66406
0.08301,-0.66772
-0.04517,-0.6897
-0.11841,-0.67993
-0.14038,-0.68481
-0.11108,-0.71045
-0.08179,-0.71533
-0.04639,-0.70557
-0.01831,-0.70557
-0.01831,-0.71655
-0.02808,-0.73608
-0.02319,-0.74341
-0.01587,-0.74219
-0.00977,-0.73364
-0.0293,-0.73364
-0.03784,-0.75928
-0.02319,-0.75562
-0.00854,-0.76172
0.01587,-0.76172
0.01709,-0.78735
0.03662,-0.78735
0.03418,-0.79346
0.02197,-0.80566
0.00488,-0.78979
0.00732,-0.82031
0.02197,-0.82275
0.04028,-0.83374
0.05493,-0.82031
0.05127,-0.84595
0.05493,-0.85449
0.05127,-0.84839
0.05859,-0.85938
0.0708,-0.84351
0.08057,-0.86426
0.08301,-0.8374
0.07935,-0.84229
0.08057,-0.81299
0.09155,-0.78003
0.12939,-0.69946
0.14038,-0.65796
0.12573,-0.55786
0.12451,-0.48218
0.11719,-0.36987
0.13306,-0.28809
0.12207,-0.15381
0.10498,-0.05737
0.11108,0.08057
0.11963,0.18311
0.12207,0.28931
0.09766,0.39917
0.09033,0.49805
0.06958,0.5957
0.06104,0.64941
0.04272,0.71777
0.02319,0.78491
0,0.83008
-0.00732,0.84106
-0.02686,0.87158
-0.03418,0.86426
-0.05493,0.86792
-0.0708,0.86914
-0.08423,0.86548
-0.09888,0.84595
-0.08789,0.81299
-0.09155,0.80933
-0.08301,0.77759
-0.09033,0.76294
-0.10132,0.73608
-0.10498,0.71533
-0.10498,0.67993
-0.10132,0.65308
-0.09155,0.65918
-0.09155,0.63721
-0.08789,0.61523
-0.07202,0.61646
-0.06714,0.5957
-0.07446,0.60913
-0.0769,0.5835
-0.08179,0.59814
-0.06958,0.57129
-0.05737,0.57861
-0.06226,0.56763
-0.06714,0.55298
-0.06592,0.54565
-0.07202,0.52734
-0.06348,0.50049
-0.05615,0.47729
-0.05737,0.45776
-0.05127,0.44434
-0.06958,0.39795
-0.08057,0.3772
-0.08545,0.37231
-0.09033,0.35278
-0.08057,0.31738
-0.07324,0.29419
-0.0708,0.27588
-0.05615,0.27222
-0.05981,0.26978
-0.06348,0.23682
-0.09033,0.23682
-0.09766,0.21729
-0.08911,0.22095
-0.06958,0.22583
-0.04639,0.22095
-0.04028,0.20264
-0.0293,0.19287
-0.03296,0.19775
-0.03784,0.2002
-0.04639,0.18677
-0.05371,0.17212
-0.0708,0.18066
-0.08179,0.16357
-0.09033,0.16479
-0.06836,0.14038
-0.03296,0.14771
-0.01953,0.11841
-0.03296,0.1123
-0.05127,0.1062
-0.07813,0.06836
-0.08301,0.05737
-0.08545,0.05127
-0.07202,0.02319
-0.05127,-0.0061
-0.02075,-0.00732
-0.02563,-0.02197
-0.03296,-0.0647
-0.02563,-0.08667
-0.02197,-0.08545
-0.01709,-0.10376
-0.02319,-0.15137
-0.01343,-0.15137
0.00244,-0.18188
0.01953,-0.19775
0.02075,-0.21851
0.00366,-0.24292
-0.00488,-0.2478
0.00732,-0.2771
0.03174,-0.3064
0.04395,-0.3125
0.04395,-0.31982
0.01465,-0.33691
-0.02686,-0.35034
-0.05981,-0.39063
-0.05127,-0.38452
-0.0415,-0.40527
-0.03174,-0.41382
-0.04517,-0.42847
-0.04517,-0.448
-0.04761,-0.46631
-0.05615,-0.49194
-0.0647,-0.48096
-0.05615,-0.51636
-0.05005,-0.51392
-0.03662,-0.54077
-0.03662,-0.5542
-0.02319,-0.55908
0.00488,-0.57251
0.0708,-0.5835
0.1416,-0.57007
0.19165,-0.5835
0.20386,-0.61523
0.19165,-0.61768
0.14404,-0.62866
0.05493,-0.63721
-0.04883,-0.64331
-0.10986,-0.63477
-0.11719,-0.64941
-0.08545,-0.67139
-0.05981,-0.6604
-0.04761,-0.68726
-0.02563,-0.68481
-0.01709,-0.69092
-0.03296,-0.7019
-0.04761,-0.70557
-0.04517,-0.6897
-0.03296,-0.71289
0,-0.70068
0.01099,-0.72998
0.02319,-0.71777
0.02686,-0.71777
0.01343,-0.73975
0.02197,-0.74829
0.03174,-0.73975
0.0647,-0.73364
0.04639,-0.74829
0.03296,-0.76904
0.03052,-0.76538
0.06348,-0.75928
0.08057,-0.78857
0.07446,-0.77148
0.06226,-0.79346
0.06958,-0.80811
0.07813,-0.81665
0.07935,-0.81909
0.07446,-0.80933
0.0708,-0.79834
0.08911,-0.79102
0.0769,-0.78613
0.1123,-0.77759
0.13428,-0.72144
0.15503,-0.69092
0.13062,-0.61401
0.11353,-0.5481
0.10864,-0.46631
0.13794,-0.37109
0.14771,-0.25391
0.15747,-0.15137
0.1416,-0.02319
0.13794,0.07202
0.12939,0.19043
0.11963,0.30884
0.1062,0.42603
0.08423,0.51025
0.06104,0.59692
0.04517,0.6665
0.02563,0.7312
0.01831,0.78369
0.01221,0.81909
-0.0061,0.84839
-0.03784,0.86426
-0.05127,0.89111
-0.05859,0.89355
-0.08057,0.8728
-0.08789,0.87158
-0.08911,0.83374
-0.08667,0.81177
-0.0769,0.80322
-0.07324,0.75684
-0.06958,0.75439
-0.07935,0.70557
-0.09644,0.70557
-0.09888,0.67505
-0.07202,0.65308
-0.04517,0.61646
-0.0415,0.6189
-0.0708,0.58716
-0.08911,0.58105
-0.09644,0.57739
-0.08057,0.55908
-0.07568,0.54688
-0.06592,0.54077
-0.06348,0.54443
-0.0708,0.51514
-0.07202,0.52002
-0.06714,0.49927
-0.05249,0.49927
-0.04395,0.47363
-0.05737,0.46143
-0.06836,0.44067
-0.08301,0.41016
-0.0708,0.39063
-0.05493,0.36011
-0.05737,0.34424
-0.05493,0.31738
-0.05493,0.3186
-0.05249,0.2832
-0.0415,0.26733
-0.06958,0.2478
-0.0708,0.25635
-0.07202,0.2478
-0.04761,0.21484
-0.03662,0.22095
-0.05615,0.22217
-0.06836,0.20996
-0.0769,0.19287
-0.0708,0.20264
-0.05859,0.20386
-0.06958,0.18677
-0.08545,0.19409
-0.08179,0.18921
-0.07446,0.18677
-0.05005,0.18921
-0.0293,0.17822
0.00488,0.17334
-0.00977,0.15259
-0.02686,0.15015
-0.05615,0.15015
-0.07568,0.14282
-0.06348,0.11963
-0.06714,0.09277
-0.06836,0.08545
-0.04761,0.06226
-0.03784,0.06958
-0.02686,0.04761
-0.03418,0.02441
-0.0354,-0.00488
-0.01465,-0.01343
0.00244,-0.03662
0.00977,-0.07324
0.00122,-0.1001
-0.00122,-0.10132
0.01221,-0.14282
0.01709,-0.16846
0.0061,-0.17578
-0.01099,-0.18188
-0.00732,-0.21118
0.01221,-0.24536
0.01343,-0.25513
0.00122,-0.28687
-0.03418,-0.30029
-0.05493,-0.29907
-0.06104,-0.33325
-0.04517,-0.33569
-0.03296,-0.37231
-0.03296,-0.38086
-0.03906,-0.39917
-0.04028,-0.40405
-0.04395,-0.42969
-0.05981,-0.42603
-0.07568,-0.43823
-0.09155,-0.44922
-0.07935,-0.46631
-0.03784,-0.50415
-0.00244,-0.50049
0.02075,-0.50415
0.05127,-0.52368
0.12207,-0.5481
0.20508,-0.53589
0.23193,-0.5481
0.20142,-0.55664
0.11597,-0.56274
0.0354,-0.58472
-0.06714,-0.58838
-0.11963,-0.60669
-0.11841,-0.61523
-0.07813,-0.62866
-0.0415,-0.61157
-0.03174,-0.62744
-0.03784,-0.62744
-0.02441,-0.64209
-0.02197,-0.63965
-0.02075,-0.64941
-0.02686,-0.64941
-0.03174,-0.65552
-0.02808,-0.6665
-0.01587,-0.67993
0.01343,-0.68481
0.03296,-0.68481
0.04272,-0.67017
0.03906,-0.69702
0.01831,-0.70435
0.00366,-0.70557
-0.01709,-0.71411
-0.0061,-0.71899
0.02441,-0.70435
0.04517,-0.72388
0.06714,-0.72021
0.0708,-0.74097
0.07446,-0.72144
0.06836,-0.74707
0.08057,-0.75439
0.1001,-0.73975
0.11963,-0.74951
0.10986,-0.75317
0.08301,-0.72266
0.07202,-0.70313
0.09399,-0.67505
0.10864,-0.64941
0.10742,-0.57007
0.1062,-0.50415
0.11719,-0.43213
0.15381,-0.32837
0.1416,-0.2417
0.1355,-0.12085
0.11475,-0.02441
0.12939,0.09644
0.13916,0.20508
0.12573,0.32471
0.12207,0.44312
0.10376,0.53223
0.10498,0.64575
0.09399,0.70557
0.06714,0.78979
0.01831,0.85083
-0.01587,0.88623
-0.03174,0.92896
-0.03052,0.94971
-0.03052,0.96558
-0.0415,0.96313
-0.05859,0.95337
-0.09033,0.9314
-0.10742,0.93506
-0.11475,0.91675
-0.08667,0.89355
-0.08911,0.8606
-0.09766,0.82886
-0.08301,0.80322
-0.06836,0.78369
-0.05493,0.74951
-0.06592,0.73608
-0.06836,0.72754
-0.0708,0.6958
-0.06714,0.6897
-0.07813,0.68359
-0.09888,0.66284
-0.09644,0.64209
-0.08179,0.63843
-0.06958,0.62866
-0.05615,0.64087
-0.05005,0.61279
-0.05859,0.61035
-0.04639,0.59937
-0.04272,0.5835
-0.03662,0.56885
-0.06348,0.55054
-0.08789,0.53101
-0.09155,0.53467
-0.07568,0.5127
-0.05615,0.47241
-0.05127,0.46509
-0.05493,0.41626
-0.04639,0.41504
-0.04395,0.36865
-0.03784,0.35767
-0.04761,0.33813
-0.06836,0.30273
-0.07568,0.3064
-0.06836,0.27344
-0.06104,0.26489
-0.05493,0.27222
-0.06104,0.26001
-0.0647,0.24536
-0.07446,0.23071
-0.06836,0.22705
-0.07568,0.24048
-0.0647,0.22827
-0.05737,0.22583
-0.0708,0.21973
-0.07202,0.22461
-0.06836,0.21484
-0.05127,0.21851
-0.03784,0.22217
-0.03418,0.19287
-0.0415,0.19531
-0.02686,0.19043
-0.02686,0.16357
-0.02563,0.16968
-0.04517,0.13062
-0.05249,0.11719
-0.05615,0.11963
-0.05737,0.08789
-0.04395,0.06226
-0.02319,0.06226
0.00244,0.02686
0.01099,-0.00244
-0.00122,-0.00122
-0.00122,-0.04272
0.0061,-0.05249
-0.00366,-0.06836
-0.00732,-0.08911
-0.00977,-0.1123
0.0061,-0.14404
0,-0.15259
-0.00977,-0.18677
-0.03906,-0.19287
-0.04028,-0.22583
-0.04639,-0.23193
-0.05371,-0.27832
-0.05493,-0.27588
-0.05005,-0.29297
-0.04517,-0.32593
-0.04761,-0.33936
-0.07324,-0.34912
-0.07202,-0.36743
-0.05493,-0.37598
-0.04883,-0.40527
-0.03784,-0.39917
-0.05127,-0.41504
-0.03052,-0.45044
0.01587,-0.45532
0.08789,-0.47241
0.1709,-0.46875
0.20996,-0.47974
0.21851,-0.49194
0.16846,-0.51025
0.07446,-0.50903
-0.01099,-0.52002
-0.08423,-0.5542
-0.10742,-0.54565
-0.09766,-0.54932
-0.09155,-0.57373
-0.06714,-0.57129
-0.05615,-0.57617
-0.03906,-0.60303
-0.02808,-0.59082
-0.01709,-0.60913
-0.00854,-0.6189
-0.0061,-0.60547
-0.01831,-0.61279
-0.01465,-0.62988
-0.00977,-0.63965
0.00122,-0.63721
0.00244,-0.63843
0.0061,-0.6604
0.00122,-0.66162
-0.00732,-0.65063
-0.01099,-0.66284
-0.00732,-0.65796
0.00732,-0.68115
0.02563,-0.66895
0.03296,-0.70068
0.04395,-0.6958
0.04395,-0.70435
0.05615,-0.70068
0.05737,-0.72632
0.06714,-0.72876
0.08301,-0.70923
0.09766,-0.73242
0.10864,-0.71289
0.11963,-0.69702
0.13794,-0.68481
0.15137,-0.64453
0.12329,-0.58472
0.09644,-0.50415
0.08911,-0.44189
0.10498,-0.33447
0.12939,-0.23804
0.1123,-0.1416
0.11353,-0.00977
0.12573,0.11108
0.12695,0.22461
0.12695,0.34058
0.09888,0.43457
0.09033,0.54321
0.08423,0.63965
0.0769,0.72876
0.05981,0.79834
0.03174,0.86914
0.00732,0.90454
-0.01709,0.9314
-0.04517,0.97534
-0.06592,0.99487
-0.06958,0.99365
-0.06226,0.98267
