ecg,ppg
-0.07324,0.44678
-0.06348,0.43091
-0.0708,0.4187
-0.08667,0.3833
-0.09277,0.35889
-0.07935,0.36133
-0.05493,0.34424
-0.03296,0.3125
-0.02808,0.29907
-0.02441,0.271
-0.02319,0.25391
-0.01587,0.24536
-0.02808,0.23926
-0.05371,0.22461
-0.05493,0.20996
-0.04639,0.21362
-0.05005,0.21484
-0.05127,0.20264
-0.06958,0.18311
-0.05737,0.19653
-0.04272,0.19409
-0.02686,0.17456
-0.02563,0.17456
-0.05737,0.19043
-0.06226,0.18555
-0.06104,0.15869
-0.03174,0.17334
0.00488,0.16602
0,0.14404
-0.01099,0.14771
-0.04272,0.12329
-0.04761,0.12085
-0.03296,0.09644
-0.0293,0.09521
-0.02197,0.05249
-0.03052,0.03662
-0.03174,0.04517
-0.02319,0.01953
-0.02197,-0.00977
-0.01709,-0.01831
-0.01099,-0.0647
0.00122,-0.08545
0.02563,-0.09155
0.03174,-0.12573
0.04272,-0.13916
0.02808,-0.16724
0.01953,-0.19409
0.01953,-0.19409
0.02441,-0.22827
0.01831,-0.24414
0.01221,-0.26001
-0.00488,-0.29419
-0.01343,-0.29053
-0.01709,-0.31616
-0.01465,-0.34424
-0.01465,-0.35278
-0.02197,-0.36865
-0.03174,-0.39551
-0.0415,-0.42236
-0.04761,-0.42725
-0.04883,-0.45654
-0.04028,-0.46143
-0.03418,-0.49072
-0.05249,-0.48584
-0.05127,-0.50903
-0.0354,-0.5127
0,-0.5249
0.06592,-0.56152
0.11719,-0.57251
0.18188,-0.57129
0.22705,-0.59814
0.26123,-0.58716
0.22339,-0.625
0.11475,-0.62866
-0.02319,-0.62012
-0.13916,-0.65063
-0.17822,-0.65063
-0.1416,-0.65674
-0.11475,-0.67505
-0.06592,-0.68237
-0.03784,-0.68848
-0.01831,-0.69824
-0.00488,-0.72266
-0.02319,-0.71411
-0.03906,-0.72998
-0.03174,-0.72876
-0.02075,-0.73486
0.0061,-0.74585
0.01343,-0.74951
0.03174,-0.75806
0.03174,-0.77759
0.05005,-0.79468
0.06226,-0.78735
0.06348,-0.81543
0.05371,-0.80078
0.03418,-0.81177
0.01953,-0.82153
0.02686,-0.82153
0.02808,-0.85205
0.03174,-0.8606
0.0415,-0.86792
0.05737,-0.87158
0.09155,-0.87036
0.10986,-0.88501
0.10498,-0.8667
0.08301,-0.88379
0.05859,-0.87646
0.09155,-0.84717
0.11963,-0.82886
0.15381,-0.79468
0.15625,-0.74097
0.14648,-0.68359
0.15869,-0.60913
0.16113,-0.52856
0.16113,-0.42725
0.15015,-0.34058
0.14526,-0.22583
0.13306,-0.11475
0.11841,-0.01953
0.1001,0.07446
0.09033,0.16235
0.09033,0.25879
0.08301,0.32715
0.08179,0.39795
0.08179,0.46509
0.06836,0.52124
0.03906,0.57251
0,0.60669
-0.02319,0.63477
-0.03052,0.63599
-0.06592,0.66284
-0.08057,0.66528
-0.10254,0.63965
-0.09888,0.62622
-0.08423,0.62012
-0.09277,0.6189
-0.09644,0.59692
-0.08545,0.56396
-0.08911,0.54443
-0.07324,0.54565
-0.07202,0.52246
-0.07202,0.48096
-0.0647,0.47241
-0.06714,0.46265
-0.04517,0.43701
-0.03174,0.4126
-0.04883,0.40894
-0.0708,0.40649
-0.09399,0.37598
-0.08301,0.3894
-0.08423,0.36621
-0.08057,0.34546
-0.0708,0.3418
-0.05981,0.3418
-0.05371,0.30518
-0.0647,0.3064
-0.07813,0.29541
-0.08545,0.26245
-0.08789,0.26123
-0.0769,0.22949
-0.07324,0.22705
-0.05615,0.21851
-0.07202,0.20264
-0.0708,0.18799
-0.08057,0.17578
-0.08301,0.16113
-0.0769,0.14526
-0.07446,0.12451
-0.07813,0.1123
-0.06714,0.10986
-0.0708,0.11353
-0.06226,0.11841
-0.07935,0.11841
-0.07568,0.10986
-0.05981,0.09888
-0.05127,0.09033
-0.0708,0.08911
-0.08545,0.09766
-0.08667,0.10376
-0.06714,0.10742
-0.04272,0.09033
-0.0354,0.07568
-0.04272,0.08423
-0.06958,0.08911
-0.08911,0.06592
-0.09521,0.05249
-0.09277,0.06226
-0.0708,0.04028
-0.07202,0.01465
-0.06836,0.01099
-0.0708,0
-0.0647,-0.01465
-0.05005,-0.04395
-0.0293,-0.04517
-0.00732,-0.07813
-0.0293,-0.09399
-0.0415,-0.11719
-0.0415,-0.12817
-0.03174,-0.14526
-0.01221,-0.17456
-0.02319,-0.19897
-0.03174,-0.19653
-0.02686,-0.21729
-0.02686,-0.25146
-0.02441,-0.26855
-0.0293,-0.271
-0.0354,-0.29053
-0.03662,-0.3064
-0.05737,-0.34546
-0.06104,-0.34424
-0.06592,-0.35767
-0.05493,-0.39673
-0.05615,-0.39429
-0.05249,-0.41626
-0.05737,-0.43091
-0.06226,-0.43945
-0.07568,-0.46753
-0.07935,-0.47607
-0.08545,-0.49805
-0.07813,-0.4895
-0.08179,-0.52734
-0.05981,-0.54199
-0.0354,-0.53101
-0.00977,-0.55664
0.0415,-0.58105
0.11475,-0.57251
0.16724,-0.60425
0.17944,-0.5957
0.11353,-0.63232
0.01099,-0.6189
-0.08667,-0.6543
-0.1416,-0.63965
-0.15869,-0.64941
-0.15137,-0.68359
-0.11841,-0.68848
-0.10132,-0.69214
-0.0769,-0.68481
-0.0647,-0.69458
-0.06226,-0.70068
-0.05615,-0.70679
-0.05249,-0.72754
-0.04883,-0.7373
-0.05249,-0.74219
-0.03296,-0.7373
-0.00366,-0.75439
0.00977,-0.74707
0.00732,-0.77759
-0.00732,-0.76538
-0.0061,-0.77271
0.00122,-0.77515
0.01831,-0.78003
0.02075,-0.802
0.01953,-0.80933
0.01099,-0.81543
0.01465,-0.81055
0.02686,-0.82275
0.03052,-0.84473
0.03418,-0.85327
0.0354,-0.8606
0.04028,-0.84717
0.0415,-0.84839
0.04639,-0.86792
0.05005,-0.84595
0.05371,-0.84595
0.05615,-0.82031
0.05615,-0.79956
0.07568,-0.74463
0.09399,-0.68481
0.11108,-0.64453
0.1123,-0.54565
0.10376,-0.47119
0.09766,-0.38086
0.08667,-0.271
0.09033,-0.16479
0.08911,-0.06104
0.09155,0.02319
0.08545,0.14404
0.0769,0.2478
0.06592,0.33203
0.04883,0.4126
0.02319,0.48218
0,0.56885
-0.01099,0.60547
-0.02563,0.65552
-0.0415,0.69214
-0.04883,0.71655
-0.06104,0.73853
-0.07568,0.74707
-0.1001,0.74707
-0.12573,0.76172
-0.13428,0.73975
-0.12817,0.74219
-0.10254,0.72754
-0.09521,0.70679
-0.0769,0.68604
-0.08423,0.65796
-0.09399,0.62256
-0.10986,0.59326
-0.1123,0.57739
-0.10742,0.56396
-0.08423,0.54932
-0.07568,0.53345
-0.06714,0.52002
-0.07813,0.50415
-0.06958,0.49316
-0.08667,0.47729
-0.08911,0.47119
-0.10742,0.46143
-0.09888,0.44434
-0.07813,0.4248
-0.06104,0.40161
-0.05981,0.41016
-0.07446,0.37842
-0.1001,0.38208
-0.1001,0.35156
-0.09033,0.33203
-0.08545,0.32104
-0.0769,0.31982
-0.06958,0.27954
-0.05859,0.28931
-0.05371,0.27222
-0.0647,0.25146
-0.06592,0.24902
-0.07813,0.24048
-0.09399,0.22705
-0.09277,0.2063
-0.07324,0.19897
-0.0354,0.19531
-0.03906,0.19287
-0.06836,0.19165
-0.09399,0.19165
-0.1001,0.19531
-0.08057,0.2002
-0.07813,0.20752
-0.07446,0.21118
-0.07813,0.21118
-0.08667,0.20508
-0.08179,0.20752
-0.06958,0.2063
-0.04272,0.2002
-0.03174,0.17456
-0.04028,0.18188
-0.05371,0.15747
-0.06958,0.14526
-0.05249,0.15015
-0.05005,0.12329
-0.0708,0.11353
-0.07568,0.10742
-0.0769,0.08301
-0.04517,0.08667
-0.02808,0.06714
-0.01831,0.02686
-0.00366,0.02319
0.00244,-0.00122
0.01587,-0.03174
0.01953,-0.03418
0.01831,-0.07202
0.01465,-0.08667
-0.01587,-0.09277
-0.04395,-0.1123
-0.06226,-0.1355
-0.0647,-0.15381
-0.05859,-0.18311
-0.06104,-0.20386
-0.06104,-0.22461
-0.04028,-0.25513
-0.04639,-0.27344
-0.06592,-0.27344
-0.09033,-0.2832
-0.09644,-0.31128
-0.08423,-0.33447
-0.06226,-0.32959
-0.03906,-0.36255
-0.02441,-0.38696
-0.00488,-0.39673
0.03418,-0.41504
0.09521,-0.42725
0.177,-0.42847
0.20264,-0.43823
0.2002,-0.46875
0.13184,-0.47729
0.03296,-0.4834
-0.05737,-0.50293
-0.12817,-0.50049
-0.13306,-0.52124
-0.10986,-0.52002
-0.08057,-0.53345
-0.05371,-0.55786
-0.05005,-0.57251
-0.03662,-0.56274
-0.02075,-0.57617
-0.00854,-0.58228
-0.01465,-0.61157
-0.01709,-0.59692
-0.01099,-0.62622
0.00244,-0.625
0,-0.63843
0.00732,-0.62988
0.01221,-0.63721
0.03174,-0.64575
0.04517,-0.66162
0.05859,-0.67749
0.05737,-0.67627
0.05615,-0.6665
0.05249,-0.67261
0.05493,-0.67749
0.04761,-0.68481
0.04395,-0.6958
0.05005,-0.70557
0.0708,-0.72021
0.08545,-0.72266
0.08789,-0.73608
0.08667,-0.74097
0.09155,-0.72144
0.09888,-0.71655
0.1123,-0.69946
0.11475,-0.67383
0.13306,-0.64331
0.11475,-0.61401
0.10376,-0.52734
0.10254,-0.45776
0.12695,-0.39795
0.16602,-0.3064
0.17822,-0.18433
0.15503,-0.09399
0.13306,0.01099
0.1123,0.10986
0.10254,0.23682
0.09521,0.32227
0.09766,0.44067
0.08545,0.52856
0.0769,0.61401
0.04517,0.68237
0.01831,0.7373
0.00366,0.78369
-0.02319,0.84595
-0.02441,0.87158
-0.03418,0.896
-0.04028,0.91919
-0.04761,0.90942
-0.0415,0.92529
-0.05249,0.92651
-0.06592,0.91553
-0.10254,0.89966
-0.11841,0.88135
-0.09399,0.85083
-0.08545,0.82031
-0.0769,0.79712
-0.08057,0.77759
-0.07324,0.76172
-0.05859,0.73853
-0.07202,0.71899
-0.07202,0.6958
-0.08057,0.67383
-0.06836,0.65918
-0.05615,0.64819
-0.06226,0.64453
-0.05981,0.64209
-0.06104,0.6311
-0.04761,0.61035
-0.03418,0.58716
-0.0354,0.58716
-0.0293,0.5835
-0.05371,0.5481
-0.05859,0.55176
-0.05493,0.53833
-0.05737,0.51514
-0.04395,0.50415
-0.03052,0.45776
-0.02808,0.46021
-0.0293,0.44189
-0.04395,0.41748
-0.06226,0.38574
-0.06592,0.36743
-0.05859,0.36377
-0.02319,0.33936
-0.03418,0.32227
-0.04028,0.31494
-0.06104,0.3125
-0.05615,0.28809
-0.04395,0.29053
-0.03784,0.2771
-0.0293,0.26978
-0.03418,0.27466
-0.03296,0.26001
-0.0354,0.27222
-0.04517,0.24658
-0.04761,0.26489
-0.04639,0.24902
-0.04395,0.23315
-0.04272,0.22949
-0.0415,0.22339
-0.03662,0.22339
-0.02197,0.22583
-0.0293,0.21729
-0.02319,0.20752
-0.02197,0.17334
-0.01343,0.16235
-0.00732,0.16113
0,0.13428
-0.00854,0.13306
-0.00732,0.10986
-0.00366,0.09888
-0.00854,0.06958
-0.00732,0.05981
0.00366,0.02075
0.00854,-0.00122
0.02808,-0.02075
0.02808,-0.04272
0.02075,-0.06348
0.02441,-0.08179
0.00366,-0.09766
0.00488,-0.10742
-0.00977,-0.14893
-0.00854,-0.15137
-0.00366,-0.18188
-0.01465,-0.21362
-0.00977,-0.21851
-0.01465,-0.23438
-0.02563,-0.271
-0.03296,-0.29175
-0.03662,-0.30762
-0.04028,-0.31372
-0.04272,-0.32349
-0.05127,-0.34058
-0.05737,-0.36743
-0.06714,-0.39917
-0.05005,-0.39185
-0.03906,-0.40894
0.01099,-0.43457
0.06836,-0.448
0.15015,-0.48096
0.22095,-0.48096
0.25024,-0.50171
0.2356,-0.51147
0.15137,-0.51636
0.04028,-0.53101
-0.06958,-0.54565
-0.13184,-0.57617
-0.13428,-0.57495
-0.10498,-0.58838
-0.05981,-0.60913
-0.02563,-0.60181
-0.00244,-0.60547
-0.00366,-0.61523
-0.01587,-0.625
-0.03418,-0.6543
-0.02441,-0.65674
-0.02075,-0.67505
0.00244,-0.6665
0.02197,-0.66895
0.02808,-0.67383
0.03784,-0.68237
0.02075,-0.69336
0.00977,-0.71411
0.00488,-0.72998
0.02563,-0.7312
0.05615,-0.73853
0.06836,-0.73486
0.06958,-0.74829
0.07568,-0.7605
0.06592,-0.75195
0.06592,-0.76782
0.06348,-0.77759
0.0647,-0.77759
0.0708,-0.78125
0.07202,-0.77759
0.08667,-0.802
0.1062,-0.80322
0.13428,-0.78003
0.14404,-0.75073
0.12207,-0.72388
0.09521,-0.67993
0.10132,-0.63843
0.12695,-0.54688
0.14771,-0.46875
0.14404,-0.38696
0.12939,-0.27588
0.11719,-0.18677
0.12817,-0.07446
0.1416,0.05005
0.15259,0.16846
0.14648,0.27222
0.11841,0.37231
0.10254,0.48462
0.07202,0.58105
0.06104,0.66528
0.04639,0.71899
0.02563,0.79834
0.01465,0.85205
0,0.89111
-0.0293,0.92285
-0.04761,0.94482
-0.07568,0.95825
-0.06958,0.96436
-0.06714,0.96313
-0.07202,0.95459
-0.07324,0.9436
-0.07568,0.93018
-0.08301,0.91553
-0.08179,0.89233
-0.07568,0.85693
-0.06714,0.84839
-0.07446,0.82764
-0.07813,0.80566
-0.06958,0.77515
-0.0647,0.77393
-0.05371,0.76172
-0.06592,0.73364
-0.06104,0.71167
-0.04272,0.69702
-0.03662,0.69214
-0.04639,0.69458
-0.05005,0.68848
-0.05615,0.67261
-0.04639,0.66162
-0.05249,0.64941
-0.05859,0.64575
-0.05493,0.61523
-0.04761,0.60547
-0.03906,0.57739
-0.04395,0.55542
-0.05005,0.55176
-0.05493,0.51636
-0.05737,0.49316
-0.06348,0.49561
-0.05493,0.45532
-0.05859,0.44678
-0.05615,0.4187
-0.05981,0.41504
-0.06104,0.39917
-0.04761,0.36865
-0.05005,0.354
-0.04395,0.33936
-0.05615,0.34058
-0.05127,0.31616
-0.04272,0.3064
-0.0354,0.3186
-0.02808,0.30518
-0.03784,0.28198
-0.05127,0.29053
-0.07568,0.29785
-0.0708,0.28442
-0.07813,0.26855
-0.06836,0.26245
-0.06836,0.26123
-0.0708,0.26978
-0.05981,0.2478
-0.04517,0.25024
-0.03662,0.24048
-0.01709,0.22217
-0.02808,0.2002
-0.03662,0.20874
-0.04639,0.18921
-0.02686,0.17212
-0.00366,0.14404
0.00244,0.12451
-0.00122,0.10376
-0.02686,0.10132
-0.0415,0.0647
-0.03418,0.06592
-0.01099,0.02197
0.01831,0.02319
0.02686,-0.01465
0.02808,-0.04028
0.01465,-0.06714
-0.01709,-0.08911
-0.01099,-0.09644
-0.01465,-0.12817
0.01953,-0.12939
0.02441,-0.15747
0.00732,-0.19653
-0.02075,-0.19409
-0.05615,-0.2124
-0.05615,-0.2356
-0.04517,-0.25269
-0.01953,-0.29297
-0.00977,-0.29663
-0.02075,-0.32959
-0.03052,-0.32593
-0.05981,-0.36377
-0.06836,-0.35767
-0.07568,-0.3772
-0.06592,-0.41504
-0.0415,-0.40649
-0.01587,-0.43701
0.00122,-0.448
0.05127,-0.46997
0.12451,-0.48584
0.2063,-0.50171
0.24902,-0.51514
0.22217,-0.52612
0.12573,-0.53833
0.0061,-0.55542
-0.07324,-0.54321
-0.11475,-0.55176
-0.10254,-0.56274
-0.0708,-0.57617
-0.05005,-0.61035
-0.03296,-0.59937
-0.04272,-0.60669
-0.04395,-0.63965
-0.03906,-0.64331
-0.0354,-0.65186
-0.02563,-0.65796
-0.02808,-0.65674
-0.02441,-0.66772
-0.00244,-0.67871
0.00854,-0.67261
0.01587,-0.70435
0.02686,-0.68726
0.02441,-0.71655
0.0354,-0.71167
0.02808,-0.72998
0.02197,-0.7312
0.01831,-0.71777
0.01953,-0.74707
0.03418,-0.75806
0.05005,-0.76904
0.0647,-0.77637
0.08545,-0.75928
0.09644,-0.77148
0.1001,-0.79834
0.07446,-0.78003
0.0769,-0.78491
0.0647,-0.802
0.09155,-0.79224
0.10864,-0.77026
0.11719,-0.72144
0.09644,-0.68115
0.1001,-0.6311
0.12207,-0.56152
0.15015,-0.48218
0.1355,-0.39551
0.11597,-0.29785
0.10132,-0.18921
0.11719,-0.0647
0.11353,0.04272
0.11597,0.16235
0.10742,0.27954
0.11841,0.37109
0.11719,0.4895
0.09521,0.57007
0.06592,0.6665
0.04028,0.72266
0.02563,0.78979
0.00366,0.84351
-0.03296,0.89111
-0.05127,0.92651
-0.05859,0.9314
-0.05249,0.95459
-0.06592,0.96558
-0.0769,0.94482
-0.08911,0.95093
-0.09033,0.94238
-0.07446,0.92285
-0.08179,0.89111
-0.08911,0.87158
-0.09399,0.84595
-0.08179,0.8252
-0.06226,0.78125
-0.06958,0.75073
-0.07324,0.73975
-0.06958,0.71289
-0.0415,0.69946
-0.03662,0.67383
-0.06104,0.64453
-0.08057,0.6311
-0.09033,0.6189
-0.0708,0.60669
-0.04395,0.61157
-0.05249,0.57861
-0.05981,0.58716
-0.07324,0.56763
-0.06714,0.55786
-0.05493,0.52368
-0.0415,0.51758
-0.04883,0.48706
-0.05005,0.47119
-0.0647,0.45166
-0.05371,0.42847
-0.0415,0.42725
-0.02441,0.40649
-0.03662,0.37109
-0.05371,0.36133
-0.06348,0.33447
-0.05493,0.33081
-0.05005,0.31494
-0.0647,0.28442
-0.08423,0.29053
-0.07324,0.26245
-0.06104,0.26733
-0.03784,0.26733
-0.04272,0.25879
-0.05127,0.24048
-0.0415,0.23438
-0.04761,0.21973
-0.0354,0.21973
-0.03784,0.21484
-0.04395,0.2063
-0.05371,0.21729
-0.06958,0.22461
-0.06592,0.19653
-0.04395,0.19531
-0.03418,0.19165
-0.0293,0.18799
-0.03662,0.16724
-0.03052,0.16724
-0.0354,0.15869
-0.03296,0.14648
-0.02808,0.12573
-0.02563,0.11353
-0.02441,0.10132
-0.03418,0.08911
-0.03662,0.06836
-0.00244,0.05127
-0.01099,0.01709
-0.02808,0.00732
-0.04639,-0.02808
-0.01831,-0.05249
0.01709,-0.05005
0.02197,-0.09766
0.02808,-0.11597
0.02686,-0.11353
0.04272,-0.14648
0.04639,-0.17456
0.03906,-0.18188
0.02197,-0.21851
0.00366,-0.22461
-0.02441,-0.23804
-0.02563,-0.26489
-0.02197,-0.27954
0,-0.31738
-0.01831,-0.31372
-0.05127,-0.34058
-0.05249,-0.37109
-0.0354,-0.3894
-0.00732,-0.39307
-0.01099,-0.42358
-0.02441,-0.43213
-0.0061,-0.44678
-0.01831,-0.44922
-0.00244,-0.46631
0.00122,-0.49194
0.01953,-0.49438
0.04883,-0.49683
0.08301,-0.51147
0.14648,-0.53101
0.17456,-0.55664
0.16602,-0.54565
0.09766,-0.57983
0.01099,-0.59448
-0.05615,-0.58594
-0.1001,-0.60547
-0.10986,-0.62134
-0.08667,-0.63232
-0.07324,-0.63232
-0.04639,-0.63599
-0.02441,-0.63721
-0.00854,-0.64697
0.0061,-0.66772
0.00488,-0.67139
-0.00732,-0.68115
-0.00366,-0.69336
0.00366,-0.67993
0.01099,-0.69336
0.02441,-0.68848
0.02563,-0.72021
0.02686,-0.70313
0.0354,-0.72998
0.04517,-0.74219
0.05005,-0.72876
0.03174,-0.73853
0.01709,-0.76294
0.01221,-0.77026
0.04517,-0.77515
0.03662,-0.77148
0.05493,-0.77759
0.06714,-0.78369
0.08179,-0.78369
0.08911,-0.78003
0.06714,-0.79346
0.08423,-0.81177
0.10254,-0.79834
0.12573,-0.80444
0.13306,-0.77271
0.10254,-0.75439
0.09399,-0.71411
0.09277,-0.65918
0.1123,-0.61523
0.12085,-0.53711
0.13062,-0.43091
0.13428,-0.35034
0.13306,-0.23438
0.12451,-0.13672
0.10376,0
0.08057,0.11597
0.07813,0.22461
0.08545,0.33447
0.09888,0.44189
0.10742,0.5603
0.09399,0.64453
0.06836,0.73486
0.03174,0.80688
0.00732,0.87524
-0.0061,0.94116
-0.0415,0.96924
-0.06226,0.99854
-0.08667,1.02417
-0.08057,1.0376
-0.05005,1.04492
-0.05615,1.05225
-0.0708,1.05347
-0.1355,1.02539
-0.14771,1.00098
-0.12573,0.98999
-0.10498,0.96558
-0.08667,0.95337
-0.09399,0.92041
-0.07446,0.88135
-0.05615,0.85938
-0.04761,0.83252
-0.05981,0.81543
-0.07202,0.81177
-0.06958,0.77148
-0.06592,0.77759
-0.07568,0.74219
-0.08057,0.75195
-0.08301,0.72021
-0.07935,0.72144
-0.07446,0.69946
-0.07568,0.70679
-0.0769,0.69458
-0.07446,0.68359
-0.08057,0.66895
-0.05615,0.63599
-0.04517,0.64209
-0.03784,0.62866
-0.05615,0.60791
-0.07324,0.57495
-0.05493,0.56274
-0.04272,0.54199
-0.03662,0.54688
-0.04272,0.51147
-0.04517,0.51392
-0.05615,0.50659
-0.07568,0.49683
-0.08789,0.47974
-0.09644,0.47119
-0.08179,0.44922
-0.07568,0.46021
-0.07568,0.44678
-0.07446,0.46143
-0.07202,0.45898
-0.07324,0.45532
-0.04883,0.43701
-0.05249,0.4541
-0.0354,0.46265
-0.0354,0.46021
-0.04272,0.46143
-0.04883,0.45898
-0.04883,0.4541
-0.04272,0.44556
-0.04395,0.4248
-0.03784,0.42847
-0.04028,0.41016
-0.04883,0.40283
-0.03418,0.39429
-0.03296,0.37476
-0.02563,0.37109
-0.02319,0.354
-0.01831,0.32349
-0.0293,0.30396
-0.03296,0.28809
-0.02075,0.25879
0.00122,0.23682
0.01099,0.23315
0.0061,0.20508
0.00854,0.16846
0.01831,0.15015
0.02808,0.14038
0.02563,0.12207
0.00977,0.09399
-0.00977,0.08423
-0.01831,0.06958
-0.02441,0.05127
-0.03296,0.03052
-0.03784,-0.00488
-0.04639,-0.02563
-0.05371,-0.01831
-0.03296,-0.05249
-0.05371,-0.06592
-0.06226,-0.08667
-0.06714,-0.09521
-0.03662,-0.12573
-0.01953,-0.12817
-0.02075,-0.14038
-0.02808,-0.17212
-0.01343,-0.18555
0.04639,-0.20508
0.10498,-0.22217
0.17456,-0.22949
0.21851,-0.23438
0.21851,-0.26001
0.16357,-0.27222
0.05981,-0.29175
-0.04517,-0.31128
-0.10986,-0.32349
-0.12939,-0.31616
-0.09644,-0.32593
-0.05981,-0.35889
-0.03418,-0.36377
-0.01831,-0.36133
-0.00732,-0.3833
-0.00854,-0.41016
-0.00122,-0.41016
-0.00122,-0.40894
0.00977,-0.42236
0.01587,-0.44678
0.02808,-0.44556
0.04639,-0.47607
0.05005,-0.46631
0.03052,-0.48584
0.0061,-0.50537
-0.0061,-0.50171
-0.01221,-0.51636
-0.0061,-0.53223
0.00488,-0.55664
0.04272,-0.5542
0.0647,-0.57007
0.07568,-0.58472
0.06104,-0.58105
0.06226,-0.60059
0.06714,-0.61523
0.07446,-0.63599
0.08789,-0.64087
0.09155,-0.64819
0.1001,-0.64087
0.11353,-0.6665
0.12573,-0.63354
0.12695,-0.60913
0.11108,-0.59814
0.10132,-0.52979
0.10864,-0.48462
0.10742,-0.41626
0.12695,-0.32349
0.11963,-0.22827
0.14648,-0.10864
0.13428,0.00732
0.13306,0.1062
0.13306,0.23682
0.14526,0.34912
0.14038,0.47485
0.11597,0.56885
0.08789,0.69214
0.06714,0.78247
0.05737,0.8667
0.03418,0.94482
-0.00244,0.99854
-0.02441,1.04614
-0.03174,1.09619
-0.02197,1.12305
-0.03052,1.15723
-0.04517,1.14502
-0.05249,1.16943
-0.05737,1.15967
-0.06714,1.15234
-0.08057,1.12183
-0.08057,1.11572
-0.08545,1.09375
-0.08057,1.06201
-0.09399,1.02051
-0.08423,1.01563
-0.07324,0.97046
-0.06836,0.9436
-0.06226,0.93262
-0.0647,0.91309
-0.06226,0.88501
-0.06348,0.85449
-0.07813,0.83252
-0.08301,0.82397
-0.05615,0.82275
-0.02686,0.81299
-0.0293,0.78979
-0.03052,0.76904
-0.04761,0.75562
-0.05981,0.74585
-0.06348,0.7373
-0.07324,0.72632
-0.06714,0.71045
-0.06104,0.69092
-0.05493,0.66772
-0.06836,0.64453
-0.06714,0.62256
-0.06714,0.60303
-0.05249,0.58472
-0.05615,0.57251
-0.0415,0.56152
-0.03906,0.52612
-0.05371,0.50537
-0.06104,0.49927
-0.07202,0.46875
-0.04639,0.46021
-0.02197,0.45166
-0.0293,0.42358
-0.03662,0.43091
-0.05737,0.41748
-0.05493,0.39307
-0.05981,0.39795
-0.0769,0.39429
-0.06714,0.37354
-0.05249,0.39063
-0.03662,0.36865
-0.02808,0.36255
-0.05371,0.37231
-0.05249,0.35767
-0.06348,0.33447
-0.0354,0.32471
0.00488,0.31372
0,0.30151
-0.01221,0.30762
-0.0293,0.28076
-0.01465,0.28198
0,0.26489
-0.01099,0.23193
-0.02075,0.22705
-0.02686,0.20508
-0.00732,0.17578
0.0061,0.15259
0.0061,0.12329
0.02686,0.10254
0.01831,0.08667
0.02808,0.05249
0.01465,0.03052
0.00122,0.02686
0.03174,-0.01831
0.0415,-0.02563
0.0293,-0.04395
-0.01343,-0.07446
-0.05371,-0.09521
-0.05615,-0.11475
-0.04761,-0.13794
-0.04395,-0.1709
-0.04272,-0.19653
-0.05249,-0.22827
-0.04639,-0.24048
-0.05127,-0.25391
-0.05981,-0.27344
-0.06348,-0.31006
-0.07202,-0.31372
-0.05981,-0.35034
-0.04028,-0.36987
-0.00977,-0.38086
0.04028,-0.40039
0.10742,-0.41504
0.19043,-0.43945
0.21973,-0.46021
0.19531,-0.46387
0.12817,-0.48706
0.03296,-0.50049
-0.04517,-0.52368
-0.12085,-0.5481
-0.14526,-0.56152
-0.13184,-0.55786
-0.08911,-0.58716
-0.06226,-0.60303
-0.05859,-0.61768
-0.05493,-0.6189
-0.04272,-0.63354
-0.01953,-0.63965
0,-0.63843
-0.00244,-0.66895
-0.0061,-0.65918
-0.01221,-0.66772
-0.01587,-0.68359
0.01221,-0.69092
0.02197,-0.72021
0.04517,-0.71655
0.04028,-0.72021
0.01953,-0.72998
0.00488,-0.7373
0,-0.76904
0.01587,-0.75806
0.02075,-0.77759
0.04517,-0.79346
0.04883,-0.79468
0.06104,-0.79224
0.07324,-0.79834
0.08057,-0.82397
0.07446,-0.83374
0.0647,-0.8252
0.05005,-0.8252
0.0708,-0.82031
0.10254,-0.80811
0.12695,-0.78369
0.12695,-0.72144
0.1123,-0.68237
0.1062,-0.61035
0.11963,-0.52124
0.12451,-0.42969
0.12329,-0.33203
0.10742,-0.24414
0.11108,-0.12085
0.13062,-0.01465
0.15137,0.11353
0.14893,0.22339
0.12573,0.33691
0.09521,0.46021
0.07324,0.56274
0.06592,0.66284
0.06104,0.7251
0.0415,0.81543
-0.00488,0.87646
-0.02808,0.90454
-0.04517,0.93994
-0.0293,0.96924
-0.03418,0.99854
-0.06226,1.00464
-0.06836,0.98633
-0.08789,0.99609
-0.08789,0.9729
-0.10254,0.96802
-0.11353,0.94604
-0.09399,0.90332
-0.08301,0.896
-0.06226,0.86914
-0.05737,0.83374
-0.06714,0.79346
-0.08179,0.77393
-0.09033,0.75562
-0.07202,0.71777
-0.05615,0.68848
-0.04639,0.67505
-0.05615,0.65918
-0.06104,0.65186
-0.06958,0.64087
-0.08545,0.625
-0.09033,0.61035
-0.08789,0.59448
-0.05737,0.57983
-0.04028,0.56885
-0.02808,0.5481
-0.0354,0.52368
-0.05005,0.49561
-0.0647,0.47241
-0.07446,0.45044
-0.0708,0.42725
-0.04517,0.40771
-0.04272,0.39673
-0.04639,0.38818
-0.05005,0.354
-0.05371,0.3418
-0.05493,0.32349
-0.05371,0.31616
-0.05249,0.28442
-0.05859,0.29053
-0.0647,0.2832
-0.07202,0.25391
-0.04639,0.25024
-0.03052,0.26123
-0.02686,0.24414
-0.0293,0.23193
-0.03662,0.25024
