0,0,43,210
0,10,44,122
0,37,50,119
0,66,43,37
0,93,41,33
0,118,42,34
0,142,49,32
0,168,45,34
0,194,46,32
0,224,42,35
0,253,43,46
0,280,49,38
0,304,47,49
0,328,42,64
0,354,45,137
0,382,45,119
0,410,44,118
0,436,43,36
0,460,42,34
0,485,40,32
0,511,44,29
0,537,46,34
0,564,45,35
0,590,44,33
0,614,42,45
